#    L    TT             EE             BB             TE          
  3159   0.193665E+02   0.686257E+00   0.187667E-01  -0.908943E+00
  3160   0.193232E+02   0.685636E+00   0.187516E-01  -0.908900E+00
  3161   0.192802E+02   0.685008E+00   0.187365E-01  -0.908897E+00
  3162   0.192374E+02   0.684374E+00   0.187214E-01  -0.908931E+00
  3163   0.191948E+02   0.683732E+00   0.187063E-01  -0.909003E+00
  3164   0.191525E+02   0.683083E+00   0.186913E-01  -0.909111E+00
  3165   0.191104E+02   0.682426E+00   0.186763E-01  -0.909253E+00
  3166   0.190686E+02   0.681762E+00   0.186613E-01  -0.909429E+00
  3167   0.190270E+02   0.681089E+00   0.186463E-01  -0.909638E+00
  3168   0.189857E+02   0.680408E+00   0.186313E-01  -0.909878E+00
  3169   0.189446E+02   0.679718E+00   0.186164E-01  -0.910148E+00
  3170   0.189037E+02   0.679020E+00   0.186014E-01  -0.910447E+00
  3171   0.188631E+02   0.678312E+00   0.185865E-01  -0.910773E+00
  3172   0.188228E+02   0.677595E+00   0.185716E-01  -0.911127E+00
  3173   0.187827E+02   0.676868E+00   0.185567E-01  -0.911506E+00
  3174   0.187429E+02   0.676132E+00   0.185419E-01  -0.911909E+00
  3175   0.187033E+02   0.675385E+00   0.185271E-01  -0.912336E+00
  3176   0.186639E+02   0.674629E+00   0.185122E-01  -0.912784E+00
  3177   0.186248E+02   0.673861E+00   0.184974E-01  -0.913254E+00
  3178   0.185860E+02   0.673084E+00   0.184827E-01  -0.913742E+00
  3179   0.185473E+02   0.672296E+00   0.184679E-01  -0.914250E+00
  3180   0.185090E+02   0.671496E+00   0.184532E-01  -0.914775E+00
  3181   0.184708E+02   0.670686E+00   0.184384E-01  -0.915315E+00
  3182   0.184329E+02   0.669865E+00   0.184237E-01  -0.915871E+00
  3183   0.183953E+02   0.669032E+00   0.184091E-01  -0.916441E+00
  3184   0.183579E+02   0.668188E+00   0.183944E-01  -0.917023E+00
  3185   0.183207E+02   0.667333E+00   0.183798E-01  -0.917616E+00
  3186   0.182837E+02   0.666465E+00   0.183651E-01  -0.918220E+00
  3187   0.182470E+02   0.665586E+00   0.183505E-01  -0.918833E+00
  3188   0.182106E+02   0.664695E+00   0.183359E-01  -0.919454E+00
  3189   0.181743E+02   0.663791E+00   0.183214E-01  -0.920082E+00
  3190   0.181383E+02   0.662876E+00   0.183068E-01  -0.920716E+00
  3191   0.181025E+02   0.661948E+00   0.182923E-01  -0.921354E+00
  3192   0.180670E+02   0.661008E+00   0.182778E-01  -0.921996E+00
  3193   0.180316E+02   0.660055E+00   0.182633E-01  -0.922641E+00
  3194   0.179965E+02   0.659090E+00   0.182488E-01  -0.923286E+00
  3195   0.179616E+02   0.658112E+00   0.182344E-01  -0.923932E+00
  3196   0.179270E+02   0.657122E+00   0.182199E-01  -0.924577E+00
  3197   0.178925E+02   0.656119E+00   0.182055E-01  -0.925220E+00
  3198   0.178583E+02   0.655103E+00   0.181911E-01  -0.925860E+00
  3199   0.178243E+02   0.654074E+00   0.181768E-01  -0.926496E+00
  3200   0.177905E+02   0.653033E+00   0.181624E-01  -0.927126E+00
  3201   0.177569E+02   0.651979E+00   0.181481E-01  -0.927751E+00
  3202   0.177235E+02   0.650912E+00   0.181338E-01  -0.928368E+00
  3203   0.176903E+02   0.649832E+00   0.181195E-01  -0.928977E+00
  3204   0.176574E+02   0.648739E+00   0.181052E-01  -0.929577E+00
  3205   0.176246E+02   0.647633E+00   0.180909E-01  -0.930166E+00
  3206   0.175920E+02   0.646514E+00   0.180767E-01  -0.930745E+00
  3207   0.175596E+02   0.645383E+00   0.180625E-01  -0.931310E+00
  3208   0.175275E+02   0.644238E+00   0.180483E-01  -0.931863E+00
  3209   0.174955E+02   0.643081E+00   0.180341E-01  -0.932402E+00
  3210   0.174637E+02   0.641911E+00   0.180199E-01  -0.932925E+00
  3211   0.174321E+02   0.640728E+00   0.180058E-01  -0.933433E+00
  3212   0.174007E+02   0.639533E+00   0.179917E-01  -0.933923E+00
  3213   0.173694E+02   0.638325E+00   0.179776E-01  -0.934396E+00
  3214   0.173384E+02   0.637105E+00   0.179635E-01  -0.934851E+00
  3215   0.173074E+02   0.635872E+00   0.179494E-01  -0.935285E+00
  3216   0.172768E+02   0.634626E+00   0.179354E-01  -0.935700E+00
  3217   0.172462E+02   0.633368E+00   0.179213E-01  -0.936092E+00
  3218   0.172158E+02   0.632098E+00   0.179073E-01  -0.936463E+00
  3219   0.171856E+02   0.630816E+00   0.178933E-01  -0.936811E+00
  3220   0.171556E+02   0.629521E+00   0.178794E-01  -0.937136E+00
  3221   0.171257E+02   0.628214E+00   0.178654E-01  -0.937436E+00
  3222   0.170960E+02   0.626896E+00   0.178515E-01  -0.937710E+00
  3223   0.170664E+02   0.625565E+00   0.178376E-01  -0.937959E+00
  3224   0.170370E+02   0.624223E+00   0.178237E-01  -0.938181E+00
  3225   0.170077E+02   0.622870E+00   0.178098E-01  -0.938377E+00
  3226   0.169786E+02   0.621505E+00   0.177959E-01  -0.938543E+00
  3227   0.169496E+02   0.620128E+00   0.177821E-01  -0.938682E+00
  3228   0.169207E+02   0.618740E+00   0.177683E-01  -0.938790E+00
  3229   0.168920E+02   0.617342E+00   0.177545E-01  -0.938869E+00
  3230   0.168635E+02   0.615932E+00   0.177407E-01  -0.938917E+00
  3231   0.168350E+02   0.614511E+00   0.177269E-01  -0.938935E+00
  3232   0.168067E+02   0.613080E+00   0.177132E-01  -0.938920E+00
  3233   0.167785E+02   0.611638E+00   0.176995E-01  -0.938872E+00
  3234   0.167504E+02   0.610186E+00   0.176857E-01  -0.938793E+00
  3235   0.167225E+02   0.608724E+00   0.176721E-01  -0.938679E+00
  3236   0.166947E+02   0.607252E+00   0.176584E-01  -0.938532E+00
  3237   0.166669E+02   0.605770E+00   0.176447E-01  -0.938350E+00
  3238   0.166393E+02   0.604278E+00   0.176311E-01  -0.938133E+00
  3239   0.166118E+02   0.602777E+00   0.176175E-01  -0.937881E+00
  3240   0.165844E+02   0.601267E+00   0.176039E-01  -0.937593E+00
  3241   0.165571E+02   0.599748E+00   0.175903E-01  -0.937269E+00
  3242   0.165299E+02   0.598219E+00   0.175767E-01  -0.936908E+00
  3243   0.165028E+02   0.596682E+00   0.175632E-01  -0.936510E+00
  3244   0.164758E+02   0.595137E+00   0.175497E-01  -0.936074E+00
  3245   0.164489E+02   0.593583E+00   0.175362E-01  -0.935601E+00
  3246   0.164220E+02   0.592021E+00   0.175227E-01  -0.935089E+00
  3247   0.163953E+02   0.590451E+00   0.175092E-01  -0.934539E+00
  3248   0.163686E+02   0.588873E+00   0.174957E-01  -0.933951E+00
  3249   0.163420E+02   0.587288E+00   0.174823E-01  -0.933323E+00
  3250   0.163155E+02   0.585695E+00   0.174689E-01  -0.932656E+00
  3251   0.162890E+02   0.584095E+00   0.174555E-01  -0.931950E+00
  3252   0.162626E+02   0.582489E+00   0.174421E-01  -0.931203E+00
  3253   0.162363E+02   0.580876E+00   0.174287E-01  -0.930417E+00
  3254   0.162101E+02   0.579256E+00   0.174154E-01  -0.929590E+00
  3255   0.161838E+02   0.577630E+00   0.174020E-01  -0.928723E+00
  3256   0.161577E+02   0.575998E+00   0.173887E-01  -0.927816E+00
  3257   0.161316E+02   0.574361E+00   0.173754E-01  -0.926869E+00
  3258   0.161056E+02   0.572718E+00   0.173621E-01  -0.925880E+00
  3259   0.160795E+02   0.571069E+00   0.173489E-01  -0.924851E+00
  3260   0.160536E+02   0.569416E+00   0.173356E-01  -0.923780E+00
  3261   0.160277E+02   0.567757E+00   0.173224E-01  -0.922669E+00
  3262   0.160018E+02   0.566094E+00   0.173092E-01  -0.921517E+00
  3263   0.159760E+02   0.564427E+00   0.172960E-01  -0.920324E+00
  3264   0.159502E+02   0.562756E+00   0.172828E-01  -0.919089E+00
  3265   0.159244E+02   0.561080E+00   0.172696E-01  -0.917814E+00
  3266   0.158987E+02   0.559401E+00   0.172565E-01  -0.916497E+00
  3267   0.158729E+02   0.557719E+00   0.172434E-01  -0.915140E+00
  3268   0.158472E+02   0.556033E+00   0.172303E-01  -0.913741E+00
  3269   0.158215E+02   0.554344E+00   0.172172E-01  -0.912302E+00
  3270   0.157959E+02   0.552653E+00   0.172041E-01  -0.910822E+00
  3271   0.157702E+02   0.550959E+00   0.171910E-01  -0.909301E+00
  3272   0.157446E+02   0.549263E+00   0.171780E-01  -0.907740E+00
  3273   0.157190E+02   0.547566E+00   0.171649E-01  -0.906139E+00
  3274   0.156934E+02   0.545866E+00   0.171519E-01  -0.904497E+00
  3275   0.156677E+02   0.544165E+00   0.171389E-01  -0.902816E+00
  3276   0.156422E+02   0.542463E+00   0.171259E-01  -0.901095E+00
  3277   0.156165E+02   0.540760E+00   0.171130E-01  -0.899334E+00
  3278   0.155909E+02   0.539056E+00   0.171000E-01  -0.897534E+00
  3279   0.155653E+02   0.537351E+00   0.170871E-01  -0.895695E+00
  3280   0.155397E+02   0.535646E+00   0.170742E-01  -0.893817E+00
  3281   0.155140E+02   0.533942E+00   0.170613E-01  -0.891901E+00
  3282   0.154884E+02   0.532237E+00   0.170484E-01  -0.889946E+00
  3283   0.154628E+02   0.530533E+00   0.170355E-01  -0.887953E+00
  3284   0.154371E+02   0.528829E+00   0.170227E-01  -0.885922E+00
  3285   0.154114E+02   0.527127E+00   0.170098E-01  -0.883855E+00
  3286   0.153857E+02   0.525425E+00   0.169970E-01  -0.881750E+00
  3287   0.153600E+02   0.523726E+00   0.169842E-01  -0.879608E+00
  3288   0.153342E+02   0.522027E+00   0.169714E-01  -0.877431E+00
  3289   0.153084E+02   0.520331E+00   0.169586E-01  -0.875217E+00
  3290   0.152827E+02   0.518636E+00   0.169458E-01  -0.872968E+00
  3291   0.152568E+02   0.516944E+00   0.169331E-01  -0.870683E+00
  3292   0.152310E+02   0.515255E+00   0.169204E-01  -0.868364E+00
  3293   0.152051E+02   0.513568E+00   0.169076E-01  -0.866011E+00
  3294   0.151792E+02   0.511884E+00   0.168949E-01  -0.863624E+00
  3295   0.151532E+02   0.510203E+00   0.168822E-01  -0.861203E+00
  3296   0.151272E+02   0.508526E+00   0.168696E-01  -0.858750E+00
  3297   0.151012E+02   0.506853E+00   0.168569E-01  -0.856263E+00
  3298   0.150751E+02   0.505183E+00   0.168443E-01  -0.853745E+00
  3299   0.150490E+02   0.503517E+00   0.168316E-01  -0.851196E+00
  3300   0.150228E+02   0.501856E+00   0.168190E-01  -0.848615E+00
  3301   0.149966E+02   0.500199E+00   0.168064E-01  -0.846004E+00
  3302   0.149704E+02   0.498547E+00   0.167938E-01  -0.843364E+00
  3303   0.149441E+02   0.496900E+00   0.167813E-01  -0.840694E+00
  3304   0.149178E+02   0.495258E+00   0.167687E-01  -0.837994E+00
  3305   0.148914E+02   0.493621E+00   0.167562E-01  -0.835267E+00
  3306   0.148649E+02   0.491990E+00   0.167436E-01  -0.832512E+00
  3307   0.148384E+02   0.490364E+00   0.167311E-01  -0.829730E+00
  3308   0.148119E+02   0.488744E+00   0.167186E-01  -0.826921E+00
  3309   0.147853E+02   0.487131E+00   0.167061E-01  -0.824086E+00
  3310   0.147587E+02   0.485523E+00   0.166936E-01  -0.821226E+00
  3311   0.147319E+02   0.483923E+00   0.166812E-01  -0.818341E+00
  3312   0.147052E+02   0.482328E+00   0.166687E-01  -0.815432E+00
  3313   0.146784E+02   0.480741E+00   0.166563E-01  -0.812499E+00
  3314   0.146515E+02   0.479160E+00   0.166439E-01  -0.809543E+00
  3315   0.146246E+02   0.477587E+00   0.166315E-01  -0.806565E+00
  3316   0.145976E+02   0.476021E+00   0.166191E-01  -0.803566E+00
  3317   0.145705E+02   0.474463E+00   0.166067E-01  -0.800545E+00
  3318   0.145435E+02   0.472912E+00   0.165943E-01  -0.797504E+00
  3319   0.145163E+02   0.471369E+00   0.165820E-01  -0.794443E+00
  3320   0.144891E+02   0.469834E+00   0.165696E-01  -0.791363E+00
  3321   0.144618E+02   0.468307E+00   0.165573E-01  -0.788264E+00
  3322   0.144344E+02   0.466788E+00   0.165450E-01  -0.785148E+00
  3323   0.144070E+02   0.465278E+00   0.165327E-01  -0.782015E+00
  3324   0.143795E+02   0.463776E+00   0.165204E-01  -0.778864E+00
  3325   0.143520E+02   0.462283E+00   0.165082E-01  -0.775699E+00
  3326   0.143244E+02   0.460798E+00   0.164959E-01  -0.772518E+00
  3327   0.142967E+02   0.459323E+00   0.164837E-01  -0.769323E+00
  3328   0.142690E+02   0.457857E+00   0.164714E-01  -0.766114E+00
  3329   0.142412E+02   0.456400E+00   0.164592E-01  -0.762892E+00
  3330   0.142134E+02   0.454952E+00   0.164470E-01  -0.759657E+00
  3331   0.141855E+02   0.453514E+00   0.164348E-01  -0.756411E+00
  3332   0.141575E+02   0.452085E+00   0.164226E-01  -0.753154E+00
  3333   0.141295E+02   0.450666E+00   0.164105E-01  -0.749887E+00
  3334   0.141014E+02   0.449256E+00   0.163983E-01  -0.746610E+00
  3335   0.140732E+02   0.447857E+00   0.163862E-01  -0.743324E+00
  3336   0.140450E+02   0.446467E+00   0.163740E-01  -0.740030E+00
  3337   0.140167E+02   0.445087E+00   0.163619E-01  -0.736728E+00
  3338   0.139884E+02   0.443718E+00   0.163498E-01  -0.733419E+00
  3339   0.139600E+02   0.442359E+00   0.163377E-01  -0.730104E+00
  3340   0.139316E+02   0.441010E+00   0.163256E-01  -0.726784E+00
  3341   0.139030E+02   0.439671E+00   0.163136E-01  -0.723459E+00
  3342   0.138745E+02   0.438343E+00   0.163015E-01  -0.720130E+00
  3343   0.138458E+02   0.437025E+00   0.162895E-01  -0.716797E+00
  3344   0.138172E+02   0.435718E+00   0.162774E-01  -0.713461E+00
  3345   0.137884E+02   0.434422E+00   0.162654E-01  -0.710124E+00
  3346   0.137596E+02   0.433136E+00   0.162534E-01  -0.706785E+00
  3347   0.137308E+02   0.431862E+00   0.162414E-01  -0.703445E+00
  3348   0.137019E+02   0.430597E+00   0.162294E-01  -0.700105E+00
  3349   0.136729E+02   0.429344E+00   0.162175E-01  -0.696766E+00
  3350   0.136439E+02   0.428102E+00   0.162055E-01  -0.693428E+00
  3351   0.136148E+02   0.426871E+00   0.161936E-01  -0.690092E+00
  3352   0.135857E+02   0.425650E+00   0.161816E-01  -0.686759E+00
  3353   0.135565E+02   0.424441E+00   0.161697E-01  -0.683428E+00
  3354   0.135273E+02   0.423243E+00   0.161578E-01  -0.680102E+00
  3355   0.134980E+02   0.422055E+00   0.161459E-01  -0.676780E+00
  3356   0.134687E+02   0.420879E+00   0.161340E-01  -0.673463E+00
  3357   0.134393E+02   0.419714E+00   0.161222E-01  -0.670152E+00
  3358   0.134100E+02   0.418560E+00   0.161103E-01  -0.666847E+00
  3359   0.133805E+02   0.417417E+00   0.160985E-01  -0.663549E+00
  3360   0.133510E+02   0.416285E+00   0.160866E-01  -0.660259E+00
  3361   0.133214E+02   0.415165E+00   0.160748E-01  -0.656978E+00
  3362   0.132919E+02   0.414055E+00   0.160630E-01  -0.653705E+00
  3363   0.132623E+02   0.412957E+00   0.160512E-01  -0.650441E+00
  3364   0.132326E+02   0.411870E+00   0.160394E-01  -0.647188E+00
  3365   0.132029E+02   0.410794E+00   0.160276E-01  -0.643945E+00
  3366   0.131732E+02   0.409729E+00   0.160158E-01  -0.640714E+00
  3367   0.131434E+02   0.408675E+00   0.160041E-01  -0.637494E+00
  3368   0.131136E+02   0.407632E+00   0.159923E-01  -0.634287E+00
  3369   0.130838E+02   0.406600E+00   0.159806E-01  -0.631093E+00
  3370   0.130540E+02   0.405579E+00   0.159689E-01  -0.627912E+00
  3371   0.130241E+02   0.404570E+00   0.159572E-01  -0.624745E+00
  3372   0.129942E+02   0.403571E+00   0.159455E-01  -0.621593E+00
  3373   0.129642E+02   0.402583E+00   0.159338E-01  -0.618456E+00
  3374   0.129343E+02   0.401606E+00   0.159221E-01  -0.615334E+00
  3375   0.129043E+02   0.400639E+00   0.159105E-01  -0.612229E+00
  3376   0.128743E+02   0.399684E+00   0.158988E-01  -0.609140E+00
  3377   0.128443E+02   0.398739E+00   0.158872E-01  -0.606068E+00
  3378   0.128142E+02   0.397804E+00   0.158756E-01  -0.603013E+00
  3379   0.127842E+02   0.396881E+00   0.158640E-01  -0.599977E+00
  3380   0.127541E+02   0.395968E+00   0.158523E-01  -0.596959E+00
  3381   0.127240E+02   0.395065E+00   0.158408E-01  -0.593961E+00
  3382   0.126939E+02   0.394173E+00   0.158292E-01  -0.590981E+00
  3383   0.126638E+02   0.393291E+00   0.158176E-01  -0.588022E+00
  3384   0.126337E+02   0.392419E+00   0.158060E-01  -0.585082E+00
  3385   0.126036E+02   0.391557E+00   0.157945E-01  -0.582164E+00
  3386   0.125735E+02   0.390706E+00   0.157830E-01  -0.579266E+00
  3387   0.125433E+02   0.389865E+00   0.157714E-01  -0.576391E+00
  3388   0.125132E+02   0.389033E+00   0.157599E-01  -0.573537E+00
  3389   0.124831E+02   0.388211E+00   0.157484E-01  -0.570705E+00
  3390   0.124530E+02   0.387400E+00   0.157369E-01  -0.567896E+00
  3391   0.124228E+02   0.386597E+00   0.157255E-01  -0.565110E+00
  3392   0.123927E+02   0.385805E+00   0.157140E-01  -0.562348E+00
  3393   0.123626E+02   0.385022E+00   0.157025E-01  -0.559609E+00
  3394   0.123325E+02   0.384248E+00   0.156911E-01  -0.556894E+00
  3395   0.123024E+02   0.383484E+00   0.156797E-01  -0.554204E+00
  3396   0.122723E+02   0.382728E+00   0.156682E-01  -0.551538E+00
  3397   0.122423E+02   0.381982E+00   0.156568E-01  -0.548897E+00
  3398   0.122122E+02   0.381245E+00   0.156454E-01  -0.546282E+00
  3399   0.121822E+02   0.380517E+00   0.156341E-01  -0.543692E+00
  3400   0.121522E+02   0.379797E+00   0.156227E-01  -0.541129E+00
  3401   0.121222E+02   0.379086E+00   0.156113E-01  -0.538591E+00
  3402   0.120923E+02   0.378384E+00   0.156000E-01  -0.536079E+00
  3403   0.120623E+02   0.377690E+00   0.155886E-01  -0.533595E+00
  3404   0.120324E+02   0.377004E+00   0.155773E-01  -0.531137E+00
  3405   0.120025E+02   0.376327E+00   0.155660E-01  -0.528706E+00
  3406   0.119727E+02   0.375657E+00   0.155547E-01  -0.526302E+00
  3407   0.119428E+02   0.374996E+00   0.155434E-01  -0.523926E+00
  3408   0.119131E+02   0.374342E+00   0.155321E-01  -0.521577E+00
  3409   0.118833E+02   0.373696E+00   0.155208E-01  -0.519257E+00
  3410   0.118536E+02   0.373057E+00   0.155096E-01  -0.516964E+00
  3411   0.118239E+02   0.372426E+00   0.154983E-01  -0.514699E+00
  3412   0.117943E+02   0.371803E+00   0.154871E-01  -0.512463E+00
  3413   0.117647E+02   0.371186E+00   0.154759E-01  -0.510255E+00
  3414   0.117352E+02   0.370576E+00   0.154646E-01  -0.508076E+00
  3415   0.117056E+02   0.369974E+00   0.154534E-01  -0.505925E+00
  3416   0.116762E+02   0.369378E+00   0.154422E-01  -0.503803E+00
  3417   0.116468E+02   0.368788E+00   0.154311E-01  -0.501710E+00
  3418   0.116175E+02   0.368206E+00   0.154199E-01  -0.499646E+00
  3419   0.115881E+02   0.367629E+00   0.154087E-01  -0.497611E+00
  3420   0.115589E+02   0.367059E+00   0.153976E-01  -0.495605E+00
  3421   0.115297E+02   0.366495E+00   0.153865E-01  -0.493629E+00
  3422   0.115006E+02   0.365936E+00   0.153753E-01  -0.491681E+00
  3423   0.114715E+02   0.365384E+00   0.153642E-01  -0.489763E+00
  3424   0.114425E+02   0.364837E+00   0.153531E-01  -0.487873E+00
  3425   0.114135E+02   0.364296E+00   0.153420E-01  -0.486013E+00
  3426   0.113847E+02   0.363760E+00   0.153309E-01  -0.484183E+00
  3427   0.113558E+02   0.363229E+00   0.153199E-01  -0.482381E+00
  3428   0.113271E+02   0.362704E+00   0.153088E-01  -0.480609E+00
  3429   0.112984E+02   0.362183E+00   0.152978E-01  -0.478866E+00
  3430   0.112698E+02   0.361667E+00   0.152868E-01  -0.477151E+00
  3431   0.112412E+02   0.361156E+00   0.152757E-01  -0.475466E+00
  3432   0.112128E+02   0.360650E+00   0.152647E-01  -0.473811E+00
  3433   0.111844E+02   0.360147E+00   0.152537E-01  -0.472184E+00
  3434   0.111561E+02   0.359649E+00   0.152427E-01  -0.470586E+00
  3435   0.111278E+02   0.359155E+00   0.152318E-01  -0.469016E+00
  3436   0.110997E+02   0.358665E+00   0.152208E-01  -0.467476E+00
  3437   0.110716E+02   0.358179E+00   0.152099E-01  -0.465964E+00
  3438   0.110436E+02   0.357696E+00   0.151989E-01  -0.464480E+00
  3439   0.110157E+02   0.357217E+00   0.151880E-01  -0.463025E+00
  3440   0.109879E+02   0.356742E+00   0.151771E-01  -0.461598E+00
  3441   0.109601E+02   0.356269E+00   0.151662E-01  -0.460200E+00
  3442   0.109324E+02   0.355800E+00   0.151553E-01  -0.458829E+00
  3443   0.109048E+02   0.355333E+00   0.151444E-01  -0.457486E+00
  3444   0.108774E+02   0.354870E+00   0.151335E-01  -0.456171E+00
  3445   0.108500E+02   0.354409E+00   0.151227E-01  -0.454883E+00
  3446   0.108227E+02   0.353950E+00   0.151118E-01  -0.453623E+00
  3447   0.107955E+02   0.353494E+00   0.151010E-01  -0.452390E+00
  3448   0.107684E+02   0.353040E+00   0.150902E-01  -0.451183E+00
  3449   0.107413E+02   0.352588E+00   0.150794E-01  -0.450004E+00
  3450   0.107144E+02   0.352139E+00   0.150686E-01  -0.448851E+00
  3451   0.106876E+02   0.351691E+00   0.150578E-01  -0.447724E+00
  3452   0.106609E+02   0.351244E+00   0.150470E-01  -0.446623E+00
  3453   0.106342E+02   0.350800E+00   0.150363E-01  -0.445549E+00
