# [0]ell [1]TgradT [2]EgradE [3]BgradB [4]TgradE
2.769000000000000000e+03 4.483050260076470295e+01 1.440100963652566346e+00 1.347072148977779271e-02 -1.762949376741255403e+00
2.770000000000000000e+03 4.468551279351008532e+01 1.439384338540336650e+00 1.345186175829093944e-02 -1.749633353716172790e+00
2.771000000000000000e+03 4.454056884340820233e+01 1.438725572603364755e+00 1.343301513016513342e-02 -1.736581694200409087e+00
2.772000000000000000e+03 4.439567645576422450e+01 1.438122271357059834e+00 1.341418140124504832e-02 -1.723793809949604849e+00
2.773000000000000000e+03 4.425086447511230858e+01 1.437573763003454852e+00 1.339536124264500624e-02 -1.711271597556526913e+00
2.774000000000000000e+03 4.410613843850820359e+01 1.437077641836302710e+00 1.337655445730477621e-02 -1.699015624836415439e+00
2.775000000000000000e+03 4.396152736708414466e+01 1.436633200022599199e+00 1.335776171776908300e-02 -1.687026340803577051e+00
2.776000000000000000e+03 4.381702417576867248e+01 1.436239283988156368e+00 1.333898283287247681e-02 -1.675306724671486780e+00
2.777000000000000000e+03 4.367266991206945193e+01 1.435893913588068616e+00 1.332021848589763809e-02 -1.663854571316221165e+00
2.778000000000000000e+03 4.352848247179176866e+01 1.435595949481871081e+00 1.330146848831283146e-02 -1.652672772419738756e+00
2.779000000000000000e+03 4.338446535491120670e+01 1.435343406150117351e+00 1.328273353108319274e-02 -1.641758999507085814e+00
2.780000000000000000e+03 4.324063632647972355e+01 1.435135135195629408e+00 1.326401342910281909e-02 -1.631115983253272672e+00
2.781000000000000000e+03 4.309703611084471930e+01 1.434969149475586958e+00 1.324530887986143969e-02 -1.620742547776208298e+00
2.782000000000000000e+03 4.295365721728373387e+01 1.434844267354879577e+00 1.322661970140204778e-02 -1.610638762708233918e+00
2.783000000000000000e+03 4.281052798493703904e+01 1.434759772475484585e+00 1.320794659703486418e-02 -1.600805836188631037e+00
2.784000000000000000e+03 4.266766566521047821e+01 1.434711957700561147e+00 1.318928938765577194e-02 -1.591243208484830030e+00
2.785000000000000000e+03 4.252508621153253898e+01 1.434702619795249712e+00 1.317064878190450823e-02 -1.581949875330664446e+00
2.786000000000000000e+03 4.238278156235938354e+01 1.434726781913384874e+00 1.315202460273029103e-02 -1.572926156542251652e+00
2.787000000000000000e+03 4.224081718793418361e+01 1.434786257194209380e+00 1.313341756417808412e-02 -1.564171646100013691e+00
2.788000000000000000e+03 4.209916000142727910e+01 1.434876075886170055e+00 1.311482749009254024e-02 -1.555686039356620753e+00
2.789000000000000000e+03 4.195785069156207214e+01 1.434998043440939730e+00 1.309625509968878262e-02 -1.547468698741059967e+00
2.790000000000000000e+03 4.181689288888664180e+01 1.435147199588940659e+00 1.307770021733571826e-02 -1.539519072892943763e+00
2.791000000000000000e+03 4.167632678103907296e+01 1.435325318208537482e+00 1.305916356674783826e-02 -1.531836536676971061e+00
2.792000000000000000e+03 4.153613155243599664e+01 1.435528709428189442e+00 1.304064497148006187e-02 -1.524420054967100535e+00
2.793000000000000000e+03 4.139634716957979776e+01 1.435756648939183755e+00 1.302214516008899127e-02 -1.517268771212393563e+00
2.794000000000000000e+03 4.125697693094759444e+01 1.436007969464266676e+00 1.300366395493216150e-02 -1.510381536514998180e+00
2.795000000000000000e+03 4.111804808797670319e+01 1.436279440219253356e+00 1.298520209665785831e-02 -1.503757378278649082e+00
2.796000000000000000e+03 4.097956428683932018e+01 1.436572385081551717e+00 1.296675938927668685e-02 -1.497395031881663119e+00
2.797000000000000000e+03 4.084154005418378830e+01 1.436882320414351488e+00 1.294833658882883765e-02 -1.491293414781356352e+00
2.798000000000000000e+03 4.070397872468100786e+01 1.437210603736277514e+00 1.292993348150586232e-02 -1.485451159627861895e+00
2.799000000000000000e+03 4.056692959592638914e+01 1.437552706062499519e+00 1.291155088910379140e-02 -1.479866466865457530e+00
2.800000000000000000e+03 4.043036334449161728e+01 1.437910119486636606e+00 1.289318858178045181e-02 -1.474538116109427754e+00
2.801000000000000000e+03 4.029432679970321374e+01 1.438279518733255324e+00 1.287484721550975764e-02 -1.469464441809898991e+00
2.802000000000000000e+03 4.015882313571055562e+01 1.438658550989239338e+00 1.285652669428238165e-02 -1.464643624821479140e+00
2.803000000000000000e+03 4.002385501893630249e+01 1.439048973563915368e+00 1.283822772341399431e-02 -1.460074035487207045e+00
2.804000000000000000e+03 3.988943628837534305e+01 1.439445940416363312e+00 1.281995013775597686e-02 -1.455753864395116226e+00
2.805000000000000000e+03 3.975560548937927052e+01 1.439849996567596380e+00 1.280169467098082707e-02 -1.451681266355655975e+00
2.806000000000000000e+03 3.962232752276227643e+01 1.440259974125568831e+00 1.278346112641245633e-02 -1.447854206422978685e+00
2.807000000000000000e+03 3.948966491992431571e+01 1.440672794141053981e+00 1.276525026111747368e-02 -1.444270753111601246e+00
2.808000000000000000e+03 3.935759447306977421e+01 1.441087327806308549e+00 1.274706183719804056e-02 -1.440928761742568120e+00
2.809000000000000000e+03 3.922614201741685491e+01 1.441502909445921521e+00 1.272889664256830929e-02 -1.437826107561501754e+00
2.810000000000000000e+03 3.909530805534599551e+01 1.441917160216751093e+00 1.271075430066691096e-02 -1.434960495692239935e+00
2.811000000000000000e+03 3.896511051709772744e+01 1.442329627874342268e+00 1.269263587755955526e-02 -1.432329946867269888e+00
2.812000000000000000e+03 3.883556627988916432e+01 1.442738902916582910e+00 1.267454137449660310e-02 -1.429931802054841050e+00
2.813000000000000000e+03 3.870667992357475384e+01 1.443143279904572251e+00 1.265647092365480841e-02 -1.427763209328931415e+00
2.814000000000000000e+03 3.857845258222697993e+01 1.443540515489640352e+00 1.263842461085705471e-02 -1.425821805567584200e+00
2.815000000000000000e+03 3.845092004432756028e+01 1.443931129898388566e+00 1.262040304478990321e-02 -1.424104480525471228e+00
2.816000000000000000e+03 3.832405860180852386e+01 1.444312882172599455e+00 1.260240614045110563e-02 -1.422608849212869231e+00
2.817000000000000000e+03 3.819791630099527424e+01 1.444683940537052402e+00 1.258443452817816118e-02 -1.421331761075892208e+00
2.818000000000000000e+03 3.807246873279070343e+01 1.445044489398766618e+00 1.256648808986889770e-02 -1.420270493639246512e+00
2.819000000000000000e+03 3.794776382090854128e+01 1.445391507678522869e+00 1.254856746565767046e-02 -1.419422192182483666e+00
2.820000000000000000e+03 3.782376540480779425e+01 1.445725195512601147e+00 1.253067251907210786e-02 -1.418783813785910342e+00
2.821000000000000000e+03 3.770050891890630851e+01 1.446043747452903760e+00 1.251280389558608562e-02 -1.418352323085505740e+00
2.822000000000000000e+03 3.757799354213813103e+01 1.446346189893090939e+00 1.249496144448858370e-02 -1.418124718758997815e+00
2.823000000000000000e+03 3.745623012728630385e+01 1.446630770000635557e+00 1.247714581402471594e-02 -1.418098017534946242e+00
2.824000000000000000e+03 3.733522975885166773e+01 1.446896508535788994e+00 1.245935683798380864e-02 -1.418269032781132033e+00
2.825000000000000000e+03 3.721499129642478465e+01 1.447142891692952071e+00 1.244159517490442575e-02 -1.418634483605387908e+00
2.826000000000000000e+03 3.709552494136697476e+01 1.447366568251411856e+00 1.242386065568314157e-02 -1.419191366988471037e+00
2.827000000000000000e+03 3.697685309455733460e+01 1.447569409466340939e+00 1.240615390622211954e-02 -1.419935877415751779e+00
2.828000000000000000e+03 3.685895044693074141e+01 1.447748099971176483e+00 1.238847475877709325e-02 -1.420864837434635763e+00
2.829000000000000000e+03 3.674185088680835065e+01 1.447902146901079989e+00 1.237082384662499361e-02 -1.421974860761912707e+00
2.830000000000000000e+03 3.662554012654496916e+01 1.448031815289045676e+00 1.235320098816861806e-02 -1.423262245697951789e+00
2.831000000000000000e+03 3.651005135961565884e+01 1.448134283856707505e+00 1.233560681278499625e-02 -1.424723557712976207e+00
2.832000000000000000e+03 3.639537044773474861e+01 1.448208699438694236e+00 1.231804112931698600e-02 -1.426355396572423828e+00
2.833000000000000000e+03 3.628150687099466154e+01 1.448254584244644594e+00 1.230050456219532878e-02 -1.428154047877275845e+00
2.834000000000000000e+03 3.616845813767650242e+01 1.448271095743020931e+00 1.228299690309603634e-02 -1.430115723336244926e+00
2.835000000000000000e+03 3.605624458049086911e+01 1.448256639075516938e+00 1.226551881328288504e-02 -1.432237232179055963e+00
2.836000000000000000e+03 3.594486270100924941e+01 1.448210374937931810e+00 1.224807005302331817e-02 -1.434515453578750099e+00
2.837000000000000000e+03 3.583432193388969722e+01 1.448131929711537813e+00 1.223065122385042294e-02 -1.436944497736947657e+00
2.838000000000000000e+03 3.572460659184650211e+01 1.448019320607949467e+00 1.221326212382230908e-02 -1.439523176032363239e+00
2.839000000000000000e+03 3.561574893621730808e+01 1.447872225076447750e+00 1.219590335421292387e-02 -1.442246704774350352e+00
2.840000000000000000e+03 3.550772119914071112e+01 1.447688651874540211e+00 1.217857469454331279e-02 -1.445111562602953814e+00
2.841000000000000000e+03 3.540055520382840371e+01 1.447470595395421000e+00 1.216127674075037982e-02 -1.448112966269711865e+00
2.842000000000000000e+03 3.529423418596405781e+01 1.447214959426326386e+00 1.214400926470783626e-02 -1.451248497096009560e+00
2.843000000000000000e+03 3.518878973570527791e+01 1.446921473549791726e+00 1.212677285262778876e-02 -1.454513372613999600e+00
2.844000000000000000e+03 3.508418196762984564e+01 1.446589412552309328e+00 1.210956726591701053e-02 -1.457902821606130939e+00
2.845000000000000000e+03 3.498045376852138588e+01 1.446217333909425085e+00 1.209239308526928111e-02 -1.461415521568325770e+00
2.846000000000000000e+03 3.487756454623735181e+01 1.445805670737418280e+00 1.207525006299082354e-02 -1.465044360924449673e+00
2.847000000000000000e+03 3.477556799932570186e+01 1.445354179962047292e+00 1.205813877215656388e-02 -1.468787997337009266e+00
2.848000000000000000e+03 3.467442364400504573e+01 1.444859877509800494e+00 1.204105895450848646e-02 -1.472641630698862336e+00
2.849000000000000000e+03 3.457415063360654273e+01 1.444324869648665688e+00 1.202401117562362266e-02 -1.476600439279051935e+00
2.850000000000000000e+03 3.447473113808833034e+01 1.443746203926796534e+00 1.200699517760230907e-02 -1.480661933555499576e+00
2.851000000000000000e+03 3.437619450759156337e+01 1.443123721499727452e+00 1.199001150632380934e-02 -1.484821232804297342e+00
2.852000000000000000e+03 3.427852296301897894e+01 1.442456777605411133e+00 1.197305988984791701e-02 -1.489075869313039480e+00
2.853000000000000000e+03 3.418172300828582877e+01 1.441746349863336052e+00 1.195614087528899284e-02 -1.493419841831843176e+00
2.854000000000000000e+03 3.408577664523593143e+01 1.440989596063224187e+00 1.193925417760942354e-02 -1.497850685547147620e+00
2.855000000000000000e+03 3.399071235492520060e+01 1.440186379193611588e+00 1.192240033940300883e-02 -1.502363508598464792e+00
2.856000000000000000e+03 3.389650038122820774e+01 1.439337265803542820e+00 1.190557906248308068e-02 -1.506955852373342397e+00
2.857000000000000000e+03 3.380316946547529966e+01 1.438442164875711082e+00 1.188879087246192540e-02 -1.511621742643592503e+00
2.858000000000000000e+03 3.371068893779709441e+01 1.437498278010181707e+00 1.187203548850015479e-02 -1.516358659334022363e+00
2.859000000000000000e+03 3.361907594462710591e+01 1.436506697621815487e+00 1.185531339313374531e-02 -1.521162919030949467e+00
2.860000000000000000e+03 3.352832236541600963e+01 1.435466888146497144e+00 1.183862430905323337e-02 -1.526029759289302623e+00
2.861000000000000000e+03 3.343843348027239415e+01 1.434378828660715532e+00 1.182196871437644556e-02 -1.530955523543827024e+00
2.862000000000000000e+03 3.334938988925524939e+01 1.433240918582274759e+00 1.180534632398421054e-02 -1.535936596228851148e+00
2.863000000000000000e+03 3.326120776834176951e+01 1.432054289110640477e+00 1.178875761281726088e-02 -1.540968185010247016e+00
2.864000000000000000e+03 3.317386723373692803e+01 1.430817380159639329e+00 1.177220225503883624e-02 -1.546047819429765102e+00
2.865000000000000000e+03 3.308738424013786528e+01 1.429530223524571042e+00 1.175568074220046007e-02 -1.551170721177295597e+00
2.866000000000000000e+03 3.300172721833580880e+01 1.428192440263327923e+00 1.173919273507777021e-02 -1.556333314660252043e+00
2.867000000000000000e+03 3.291693459965068058e+01 1.426802958635319918e+00 1.172273871408074583e-02 -1.561532021129072856e+00
2.868000000000000000e+03 3.283296299026288523e+01 1.425363636464892503e+00 1.170631832063426768e-02 -1.566762112664055406e+00
2.869000000000000000e+03 3.274982815017480675e+01 1.423872314538747297e+00 1.168993204505255380e-02 -1.572021174641323960e+00
2.870000000000000000e+03 3.266752051647422661e+01 1.422329787293919345e+00 1.167357951073369655e-02 -1.577303397856006262e+00
2.871000000000000000e+03 3.258603261785943062e+01 1.420736148412093502e+00 1.165726117445540534e-02 -1.582607495116112650e+00
2.872000000000000000e+03 3.250536578857366266e+01 1.419091086519385536e+00 1.164097668032866573e-02 -1.587927696984563708e+00
2.873000000000000000e+03 3.242552330983871656e+01 1.417394769428282242e+00 1.162472647521298544e-02 -1.593261608595299750e+00
2.874000000000000000e+03 3.234648428073393234e+01 1.415645811599900217e+00 1.160851018003675357e-02 -1.598605766078748491e+00
2.875000000000000000e+03 3.226825192136033849e+01 1.413845495086350601e+00 1.159232822834149398e-02 -1.603954460980056007e+00
2.876000000000000000e+03 3.219081586767450176e+01 1.411993570968866907e+00 1.157618024540211718e-02 -1.609306505714816149e+00
2.877000000000000000e+03 3.211417927192980670e+01 1.410089126409148186e+00 1.156006665230461389e-02 -1.614656197910432134e+00
2.878000000000000000e+03 3.203832021526731921e+01 1.408134158121272961e+00 1.154398705057934488e-02 -1.620002371287224463e+00
2.879000000000000000e+03 3.196325281108852323e+01 1.406126714187023952e+00 1.152794185754612427e-02 -1.625339436605480081e+00
2.880000000000000000e+03 3.188895481617096550e+01 1.404066605851914007e+00 1.151193070693117687e-02 -1.630664051313546192e+00
2.881000000000000000e+03 3.181543971256972014e+01 1.401956270496182100e+00 1.149595396754784019e-02 -1.635973916758228341e+00
2.882000000000000000e+03 3.174266394884897124e+01 1.399793369892543327e+00 1.148001123274777595e-02 -1.641264654975616466e+00
2.883000000000000000e+03 3.167066227053649641e+01 1.397579308135856069e+00 1.146410291223661643e-02 -1.646534050996555365e+00
2.884000000000000000e+03 3.159940167211531659e+01 1.395312845170412652e+00 1.144822856936928909e-02 -1.651776666499259250e+00
2.885000000000000000e+03 3.152888395053784620e+01 1.392996464173061222e+00 1.143238860420694655e-02 -1.656991422179449280e+00
2.886000000000000000e+03 3.145909806871132020e+01 1.390629001047443580e+00 1.141658257885485792e-02 -1.662174048932250070e+00
2.887000000000000000e+03 3.139004509010483090e+01 1.388209681071715718e+00 1.140081088089213955e-02 -1.667320218916862995e+00
2.888000000000000000e+03 3.132170362390254681e+01 1.385740662789235689e+00 1.138507306296169565e-02 -1.672429028023516784e+00
2.889000000000000000e+03 3.125407298026650693e+01 1.383221113906150546e+00 1.136936951044111022e-02 -1.677495034405628527e+00
2.890000000000000000e+03 3.118715455730799846e+01 1.380651125177486227e+00 1.135369984603183668e-02 -1.682517447721159076e+00
2.891000000000000000e+03 3.112092829612115708e+01 1.378031093558481190e+00 1.133806427518404582e-02 -1.687490990832316795e+00
2.892000000000000000e+03 3.105539018980639909e+01 1.375361930186493220e+00 1.132246239940828611e-02 -1.692413641864808360e+00
2.893000000000000000e+03 3.099053297517939853e+01 1.372644170737047586e+00 1.130689459540414922e-02 -1.697283521271945705e+00
2.894000000000000000e+03 3.092634280311660788e+01 1.369876686326545911e+00 1.129136038629479505e-02 -1.702095450875987792e+00
2.895000000000000000e+03 3.086283280817858810e+01 1.367061052980336866e+00 1.127586012546239434e-02 -1.706848698674297005e+00
2.896000000000000000e+03 3.079995716103436720e+01 1.364197247270263702e+00 1.126039333116352938e-02 -1.711538150600624419e+00
2.897000000000000000e+03 3.073773931998468356e+01 1.361285776194919528e+00 1.124496034620477494e-02 -1.716163107290944456e+00
2.898000000000000000e+03 3.067615500302629883e+01 1.358326674693894009e+00 1.122956068282712598e-02 -1.720719608142644352e+00
2.899000000000000000e+03 3.061519493958457616e+01 1.355320443867565228e+00 1.121419467480199404e-02 -1.725205938381163540e+00
2.900000000000000000e+03 3.055485649942307802e+01 1.352268242588478886e+00 1.119886182546442344e-02 -1.729618241046838145e+00
2.901000000000000000e+03 3.049513017394180991e+01 1.349168429728916374e+00 1.118356246012946163e-02 -1.733954843406513735e+00
2.902000000000000000e+03 3.043599186894791941e+01 1.346024325406130373e+00 1.116829607611280126e-02 -1.738213060587749936e+00
2.903000000000000000e+03 3.037745333819835380e+01 1.342834312070440905e+00 1.115306298932632056e-02 -1.742389110506844974e+00
2.904000000000000000e+03 3.031948991848751618e+01 1.339599595412515498e+00 1.113786269019641575e-02 -1.746483605331198730e+00
2.905000000000000000e+03 3.026211362711180897e+01 1.336320737952499282e+00 1.112269548642638370e-02 -1.750490685431081106e+00
2.906000000000000000e+03 3.020527870440627183e+01 1.332997855575118518e+00 1.110756086305056921e-02 -1.754411057106127547e+00
2.907000000000000000e+03 3.014900746118673425e+01 1.329632617659304294e+00 1.109245911498569007e-02 -1.758240007160456475e+00
2.908000000000000000e+03 3.009327506217201886e+01 1.326224076296237397e+00 1.107738972287811326e-02 -1.761977206343750435e+00
2.909000000000000000e+03 3.003808246161129958e+01 1.322774998701296889e+00 1.106235297932750550e-02 -1.765620164001837189e+00
2.910000000000000000e+03 2.998340500840740219e+01 1.319283402378081727e+00 1.104734835303376565e-02 -1.769166506665208249e+00
2.911000000000000000e+03 2.992925409408585580e+01 1.315752068535883668e+00 1.103237612769453896e-02 -1.772613873057528489e+00
2.912000000000000000e+03 2.987559446482234549e+01 1.312180093646188039e+00 1.101743576940956981e-02 -1.775959925851613441e+00
2.913000000000000000e+03 2.982243744771475846e+01 1.308569196355952702e+00 1.100252755293851768e-02 -1.779204469824495316e+00
2.914000000000000000e+03 2.976975825669735087e+01 1.304919567833549676e+00 1.098765093914296637e-02 -1.782344193503284435e+00
2.915000000000000000e+03 2.971755782612522268e+01 1.301231909284147781e+00 1.097280619669773090e-02 -1.785377950107206013e+00
2.916000000000000000e+03 2.966580070817559545e+01 1.297505389768133011e+00 1.095799277904813997e-02 -1.788303587493752289e+00
2.917000000000000000e+03 2.961451889867907283e+01 1.293742775635208009e+00 1.094321094620706591e-02 -1.791118947559813490e+00
2.918000000000000000e+03 2.956366657830819378e+01 1.289944280868048132e+00 1.092846015043815421e-02 -1.793824033592829048e+00
2.919000000000000000e+03 2.951325482460003968e+01 1.286110606857356897e+00 1.091374064195383201e-02 -1.796416762795900457e+00
2.920000000000000000e+03 2.946325908098901181e+01 1.282242034432423905e+00 1.089905187003300906e-02 -1.798895154203387969e+00
2.921000000000000000e+03 2.941367953372100175e+01 1.278339274423766714e+00 1.088439407535891738e-02 -1.801258274148535898e+00
2.922000000000000000e+03 2.936449200477197152e+01 1.274402595474503741e+00 1.086976670205839872e-02 -1.803504204390632859e+00
2.923000000000000000e+03 2.931570632012584454e+01 1.270434750246660860e+00 1.085516999318644066e-02 -1.805632074827430378e+00
2.924000000000000000e+03 2.926728754393101539e+01 1.266434983746496989e+00 1.084060347970337672e-02 -1.807641076446162565e+00
2.925000000000000000e+03 2.921924963336711301e+01 1.262404194065928742e+00 1.082606724028941855e-02 -1.809529392261554959e+00
2.926000000000000000e+03 2.917157326858446709e+01 1.258342464189214693e+00 1.081156072896277860e-02 -1.811296318066607958e+00
2.927000000000000000e+03 2.912424143511482910e+01 1.254252744608048920e+00 1.079708422238979254e-02 -1.812940092565737737e+00
2.928000000000000000e+03 2.907724872285774609e+01 1.250133215388700370e+00 1.078263713324909001e-02 -1.814461131218330525e+00
2.929000000000000000e+03 2.903058638329966001e+01 1.245985712124359601e+00 1.076821968933943004e-02 -1.815856723794150973e+00
2.930000000000000000e+03 2.898423890649439372e+01 1.241812585137837432e+00 1.075383131763722050e-02 -1.817127365600016420e+00
2.931000000000000000e+03 2.893820818342598855e+01 1.237611538392176636e+00 1.073947222569436068e-02 -1.818271462231453306e+00
2.932000000000000000e+03 2.889245799266911874e+01 1.233385960075279675e+00 1.072514185140924052e-02 -1.819288538912141151e+00
2.933000000000000000e+03 2.884701062789914872e+01 1.229136639732751890e+00 1.071084037244808551e-02 -1.820178129292719271e+00
2.934000000000000000e+03 2.880183983753975241e+01 1.224862863413889169e+00 1.069656725061176109e-02 -1.820938792410335738e+00
2.935000000000000000e+03 2.875693782267816445e+01 1.220566476403191603e+00 1.068232254338082922e-02 -1.821571125539789948e+00
2.936000000000000000e+03 2.871228027548850648e+01 1.216248871438669443e+00 1.066810594870436051e-02 -1.822074953471061409e+00
2.937000000000000000e+03 2.866788707057490626e+01 1.211910741693132287e+00 1.065391763171024200e-02 -1.822448655233136927e+00
2.938000000000000000e+03 2.862372423337765071e+01 1.207551517130139196e+00 1.063975696700865219e-02 -1.822692161398131949e+00
2.939000000000000000e+03 2.857979041083876126e+01 1.203172909134480051e+00 1.062562408184607697e-02 -1.822806250645136128e+00
2.940000000000000000e+03 2.853607454510430586e+01 1.198777414096180438e+00 1.061151831415458983e-02 -1.822788680765875302e+00
2.941000000000000000e+03 2.849256556638977855e+01 1.194362712914979863e+00 1.059743997597079913e-02 -1.822640335979344606e+00
2.942000000000000000e+03 2.844925013784380852e+01 1.189932255024344521e+00 1.058338840355380062e-02 -1.822361080499810049e+00
2.943000000000000000e+03 2.840613879685645671e+01 1.185486792344466522e+00 1.056936386340712360e-02 -1.821950830112935904e+00
2.944000000000000000e+03 2.836318752637541607e+01 1.181025738209155795e+00 1.055536570297279861e-02 -1.821409571738269229e+00
2.945000000000000000e+03 2.832041738622448079e+01 1.176549885132286644e+00 1.054139417330317123e-02 -1.820736312390674350e+00
2.946000000000000000e+03 2.827780440814557750e+01 1.172061621923315311e+00 1.052744862974440247e-02 -1.819931077069549374e+00
2.947000000000000000e+03 2.823533946385378712e+01 1.167560695878757659e+00 1.051352931133015325e-02 -1.818995917604826928e+00
2.948000000000000000e+03 2.819301895059305352e+01 1.163049529938086524e+00 1.049963557752061141e-02 -1.817929951887902185e+00
2.949000000000000000e+03 2.815083390744633363e+01 1.158526917306398563e+00 1.048576766280348918e-02 -1.816732312812983308e+00
2.950000000000000000e+03 2.810876072524441938e+01 1.153994233184334028e+00 1.047192492662147797e-02 -1.815405201695747373e+00
2.951000000000000000e+03 2.806681092559767166e+01 1.149454277946174052e+00 1.045810760038688898e-02 -1.813947803658169100e+00
2.952000000000000000e+03 2.802495053354007837e+01 1.144905420977423205e+00 1.044431504519104451e-02 -1.812360388503815090e+00
2.953000000000000000e+03 2.798320101378780222e+01 1.140349488270487432e+00 1.043054748920155608e-02 -1.810644232350441030e+00
2.954000000000000000e+03 2.794153881676444939e+01 1.135787837466897265e+00 1.041680429470785707e-02 -1.808798656695594476e+00
2.955000000000000000e+03 2.789994580799228530e+01 1.131220259211608514e+00 1.040308568881241624e-02 -1.806825007564462515e+00
2.956000000000000000e+03 2.785842868052755961e+01 1.126649125596477452e+00 1.038939102992986023e-02 -1.804723698074858884e+00
2.957000000000000000e+03 2.781696915666088898e+01 1.122074239165196774e+00 1.037572054053374250e-02 -1.802494131084033668e+00
2.958000000000000000e+03 2.777555398584009083e+01 1.117495984761327943e+00 1.036207359598919145e-02 -1.800138772435937007e+00
2.959000000000000000e+03 2.773419515786162037e+01 1.112916152388510937e+00 1.034845043555523113e-02 -1.797657075561543749e+00
2.960000000000000000e+03 2.769285932365101388e+01 1.108335068250162259e+00 1.033485038869555971e-02 -1.795050576114654239e+00
2.961000000000000000e+03 2.765155916546158466e+01 1.103754534828662148e+00 1.032127364795463673e-02 -1.792319796425067002e+00
2.962000000000000000e+03 2.761028093170457964e+01 1.099174896525048073e+00 1.030771966024805059e-02 -1.789466320540177957e+00
2.963000000000000000e+03 2.756900739088094099e+01 1.094595965332943122e+00 1.029418861698207233e-02 -1.786489763621633697e+00
2.964000000000000000e+03 2.752774579613083006e+01 1.090020084655865418e+00 1.028067989330324825e-02 -1.783391777408854129e+00
2.965000000000000000e+03 2.748647821594078167e+01 1.085447020040763544e+00 1.026719368661681807e-02 -1.780173966955166165e+00
2.966000000000000000e+03 2.744520231179794933e+01 1.080878102364593696e+00 1.025372937217893660e-02 -1.776837059753624493e+00
2.967000000000000000e+03 2.740391086347684180e+01 1.076315074413143558e+00 1.024028716967380175e-02 -1.773381769255429674e+00
2.968000000000000000e+03 2.736258144993031038e+01 1.071757316706670515e+00 1.022686647426983633e-02 -1.769809874367240798e+00
2.969000000000000000e+03 2.732123648110096781e+01 1.067205592903462730e+00 1.021346748934160407e-02 -1.766121154156589546e+00
2.970000000000000000e+03 2.727984367206996907e+01 1.062662200012081115e+00 1.020008959369370777e-02 -1.762318398590601021e+00
2.971000000000000000e+03 2.723841630898662203e+01 1.058125924120985051e+00 1.018673300727618476e-02 -1.758402393173688294e+00
2.972000000000000000e+03 2.719692251059776567e+01 1.053599049543475719e+00 1.017339711087729068e-02 -1.754375023541202117e+00
2.973000000000000000e+03 2.715537540300583430e+01 1.049082298385505485e+00 1.016008212532160289e-02 -1.750236206538152262e+00
2.974000000000000000e+03 2.711376243870363467e+01 1.044575998253716387e+00 1.014678743385502742e-02 -1.745987857166873214e+00
2.975000000000000000e+03 2.707208724974386982e+01 1.040080886254367787e+00 1.013351326361169695e-02 -1.741631864314168610e+00
2.976000000000000000e+03 2.703032821593446755e+01 1.035598244217748931e+00 1.012025899765718259e-02 -1.737169177952881727e+00
2.977000000000000000e+03 2.698848944639451375e+01 1.031127834083902961e+00 1.010702483647801103e-02 -1.732602743272103174e+00
2.978000000000000000e+03 2.694654899437302120e+01 1.026670924739682578e+00 1.009381023395801956e-02 -1.727931626993868930e+00
2.979000000000000000e+03 2.690453026865894870e+01 1.022228211492957728e+00 1.008061533596331036e-02 -1.723159781287263659e+00
2.980000000000000000e+03 2.686240189160611180e+01 1.017800920878851212e+00 1.006743959034858346e-02 -1.718287278014858588e+00
2.981000000000000000e+03 2.682017842373946692e+01 1.013389779396985491e+00 1.005428324986148980e-02 -1.713316166540818530e+00
2.982000000000000000e+03 2.677783819000191201e+01 1.008995043719438378e+00 1.004114560933288755e-02 -1.708249472205563002e+00
2.983000000000000000e+03 2.673538575250560001e+01 1.004617426573862771e+00 1.002802692698745619e-02 -1.703086381752964229e+00
2.984000000000000000e+03 2.669280977850910475e+01 1.000257181273551454e+00 1.001492666721436574e-02 -1.697829967335625856e+00
2.985000000000000000e+03 2.665011474381782719e+01 9.959159379966755488e-01 1.000184503970940122e-02 -1.692483272417186102e+00
2.986000000000000000e+03 2.660728958012366618e+01 9.915939281594389199e-01 9.988781432462595644e-03 -1.687045581789641480e+00
2.987000000000000000e+03 2.656432954032485938e+01 9.872918152397597291e-01 9.975736078959601683e-03 -1.681519998013357275e+00
2.988000000000000000e+03 2.652123322754630408e+01 9.830107869744149074e-01 9.962708391749708001e-03 -1.675908696469872838e+00
2.989000000000000000e+03 2.647799639076129452e+01 9.787505436042839291e-01 9.949698609967777552e-03 -1.670211919836523506e+00
2.990000000000000000e+03 2.643459858867274193e+01 9.745122758713088418e-01 9.936706144931728088e-03 -1.664433811246040618e+00
2.991000000000000000e+03 2.639106414053982519e+01 9.702956569434624257e-01 9.923731238427649023e-03 -1.658573704667108517e+00
2.992000000000000000e+03 2.634737231021916060e+01 9.661027715920142978e-01 9.910773306821982209e-03 -1.652634791459734354e+00
2.993000000000000000e+03 2.630352963925386689e+01 9.619332942964705646e-01 9.897832596784762738e-03 -1.646619287602899551e+00
2.994000000000000000e+03 2.625950647853117914e+01 9.577883582908304216e-01 9.884908525248927227e-03 -1.640528513325961724e+00
2.995000000000000000e+03 2.621533667237654086e+01 9.536685669542112054e-01 9.872001342494014092e-03 -1.634364688840976632e+00
2.996000000000000000e+03 2.617099094420527550e+01 9.495731539032147284e-01 9.859110474401317631e-03 -1.628130099853654755e+00
